subject,subject_slug,school_id,unit,lesson_number,lesson_title,lesson_id,question_index,pastPaper,question_type,question_text
Sport Science,sport-science,a5414d1c-8841-4bc5-8573-a9756752361b,R180: Reducing the Risk of Sports Injuries,3,Warm Up Routines,db5b429c-dd7c-4bdf-8dac-fd9d591b2aea,5,OCR January 2025,8 marks — Discuss*,Discuss the importance of performing a thorough warm up before physical activity.
Sport Science,sport-science,a5414d1c-8841-4bc5-8573-a9756752361b,R180: Reducing the Risk of Sports Injuries,5,Acute Sports Injuries,cb082242-7d0b-4056-9d17-e0ed1aedb7c3,3,OCR June 2025,4 marks — Explain,Explain the difference between a strain and a sprain. Use sporting examples in your answer.
Sport Science,sport-science,a5414d1c-8841-4bc5-8573-a9756752361b,R180: Reducing the Risk of Sports Injuries,5,Acute Sports Injuries,cb082242-7d0b-4056-9d17-e0ed1aedb7c3,5,OCR January 2024,8 marks — Discuss*,"Discuss the causes, symptoms and treatments of soft tissue and hard tissue acute injuries in sport."
History,history,a5414d1c-8841-4bc5-8573-a9756752361b,Elizabethan England,7,The Puritan Challenge,6ec28a44-cbca-4f4d-b317-c6e4567385eb,0,AQA November 2020,8 marks — Explain what was important,Explain what was important about Puritanism in Elizabethan England.
History,history,a5414d1c-8841-4bc5-8573-a9756752361b,Elizabethan England,7,The Puritan Challenge,6ec28a44-cbca-4f4d-b317-c6e4567385eb,1,AQA Sample Set 2,8 marks — Write an account,Write an account of the ways in which Queen Elizabeth dealt with the challenge of Puritanism.
History,history,a5414d1c-8841-4bc5-8573-a9756752361b,Elizabethan England,12,The Rise of the Gentry & Theatre,870a49bb-87f1-40b2-866f-53d18c039b19,2,AQA June 2024,8 marks — Explain what was important,Explain what was important about the theatre in Elizabethan England.
History,history,a5414d1c-8841-4bc5-8573-a9756752361b,Elizabethan England,12,The Rise of the Gentry & Theatre,870a49bb-87f1-40b2-866f-53d18c039b19,3,AQA November 2020,8 marks — Write an account,Write an account of the ways in which the theatre developed in Elizabethan England.
Spanish,spanish,a5414d1c-8841-4bc5-8573-a9756752361b,Popular Culture,8,Social Media and Online Life,9abc04b5-79d4-45ad-aac7-4d836cae21b6,0,AQA Sample,5 marks — Translation into English,"Translate into English: 'Aunque las redes sociales son útiles para mantenerse en contacto, el ciberacoso es un problema grave que puede afectar la sal"
Spanish,spanish,a5414d1c-8841-4bc5-8573-a9756752361b,Popular Culture,8,Social Media and Online Life,9abc04b5-79d4-45ad-aac7-4d836cae21b6,1,AQA Foundation Writing,5 marks — Translation into Spanish,Translate into Spanish: 'I never follow celebrities on social media.'
History,history,a5414d1c-8841-4bc5-8573-a9756752361b,Elizabethan England,11,Elizabethan Exploration,1081bb53-cc88-494e-9e67-e69a2b3cc197,1,AQA June 2023,8 marks — Explain what was important,Explain what was important about the Elizabethan voyages of discovery.
History,history,a5414d1c-8841-4bc5-8573-a9756752361b,Elizabethan England,13,The Essex Rebellion,1e2d349b-5557-44a7-a740-c4b437461434,0,AQA Sample Set 2,8 marks — Explain what was important,Explain what was important about the rebellion of the Earl of Essex for Elizabethan England.
History,history,a5414d1c-8841-4bc5-8573-a9756752361b,Elizabethan England,15,Was It Really a ‘Golden Age’?,dcc2fd56-5b97-400a-99bb-b77a763420f7,0,AQA Sample Set 1,8 marks — Explain what was important,Explain what was important about the problem of poverty in Elizabethan England.
History,history,a5414d1c-8841-4bc5-8573-a9756752361b,Elizabethan England,15,Was It Really a ‘Golden Age’?,dcc2fd56-5b97-400a-99bb-b77a763420f7,1,AQA June 2023,8 marks — Write an account,Write an account of the ways in which the lives of poor people changed in Elizabethan England.
History,history,a5414d1c-8841-4bc5-8573-a9756752361b,Elizabethan England,15,Was It Really a ‘Golden Age’?,dcc2fd56-5b97-400a-99bb-b77a763420f7,4,AQA November 2021,8 marks — Explain what was important,Explain what was important about Elizabethan England that made it a ‘Golden Age’.
History,history,a5414d1c-8841-4bc5-8573-a9756752361b,"America, 1920–1973",2,"Society, Culture & Women in the 1920s",b163b41a-0512-4074-b405-70f658c52cd3,2,AQA June 2024,8 marks — In what ways,In what ways were the lives of Americans affected by developments in entertainment during the 1920s? Explain your answer.
History,history,a5414d1c-8841-4bc5-8573-a9756752361b,"America, 1920–1973",6,Life in the Great Depression,08b9090a-e0d1-4782-af17-51ea9e3e4ede,0,AQA June 2022,4 marks — Describe two,Describe two problems faced by people in America during the Depression.
History,history,a5414d1c-8841-4bc5-8573-a9756752361b,"America, 1920–1973",6,Life in the Great Depression,08b9090a-e0d1-4782-af17-51ea9e3e4ede,2,AQA June 2023,8 marks — In what ways,In what ways were the lives of American people affected by the Depression? Explain your answer.
History,history,a5414d1c-8841-4bc5-8573-a9756752361b,"America, 1920–1973",7,Roosevelt’s New Deal,8018e624-a24b-481a-aa98-0b222e3fb3b5,0,AQA Sample Set 2,4 marks — Describe two,Describe two problems faced by President Roosevelt from the opposition to the New Deal.
History,history,a5414d1c-8841-4bc5-8573-a9756752361b,"America, 1920–1973",7,Roosevelt’s New Deal,8018e624-a24b-481a-aa98-0b222e3fb3b5,4,AQA November 2021,12 marks — Which had more impact,"Which of the following had more impact on the effects of the Depression in America:

• the actions of President Hoover
• the actions of President Roos"
English Language,english-language,,Paper 2: Reading,8,Exam Skills: Paper 2 Reading Walkthrough,7a06c2c0-28a2-4749-8bec-3f70027f6945,0,AQA 2026 Sample,4 marks — Retrieval,Read lines 1–7 of Source A. Choose four statements below which are TRUE.
English Language,english-language,,Paper 2: Reading,8,Exam Skills: Paper 2 Reading Walkthrough,7a06c2c0-28a2-4749-8bec-3f70027f6945,1,AQA 2026 Sample,8 marks — Summary,You need to refer to Source A and Source B for this question. The writers in Source A and Source B are travelling on different types of trains. What c
English Language,english-language,,Paper 2: Reading,8,Exam Skills: Paper 2 Reading Walkthrough,7a06c2c0-28a2-4749-8bec-3f70027f6945,2,AQA 2026 Sample,8 marks — Language Analysis,You need to refer only to Source A from lines 12 to 23. How does the writer use language to describe the train crash?
English Language,english-language,,Paper 2: Reading,8,Exam Skills: Paper 2 Reading Walkthrough,7a06c2c0-28a2-4749-8bec-3f70027f6945,3,AQA 2026 Sample,16 marks — Comparison,For this question you need to refer to the whole of Source A together with the whole of Source B. Compare how the writers convey their different feeli
History,history,a5414d1c-8841-4bc5-8573-a9756752361b,"America, 1920–1973",8,The Impact of World War Two,41504e0f-e282-44a5-aa13-723c675a4929,2,AQA Sample Set 2,8 marks — In what ways,In what ways did the lives of African-Americans and women change during the Second World War? Explain your answer.
History,history,a5414d1c-8841-4bc5-8573-a9756752361b,"America, 1920–1973",8,The Impact of World War Two,41504e0f-e282-44a5-aa13-723c675a4929,4,AQA June 2024,12 marks — Which had more impact,"Which of the following had more impact on America:

• the New Deal
• the Second World War?

Explain your answer with reference to both bullet points."
French,french,a5414d1c-8841-4bc5-8573-a9756752361b,Popular Culture,8,Eating Out and Restaurant Conversations,046537e8-2aee-4bbd-acb7-9433656f95d1,1,AQA Sample,5 marks — Translation (English to French),"Translate into French: Last week, I went to Belgium with my family. On Monday, we went to the restaurant for lunch. I loved the meal but I didn’t like"
History,history,a5414d1c-8841-4bc5-8573-a9756752361b,"America, 1920–1973",11,Civil Rights: Segregation & Early Campaigns,8c6e04df-87cf-4a16-aa15-6bf4bba1052f,2,AQA November 2021,8 marks — In what ways,In what ways were the lives of Americans affected by the Civil Rights campaigns? Explain your answer.
History,history,a5414d1c-8841-4bc5-8573-a9756752361b,Health & the People,13,The Creation of the NHS,b3e11305-41af-42db-be97-16b2b6fefeba,0,AQA November 2020,8 marks — Explain the significance,Explain the significance of the creation of the National Health Service.
History,history,a5414d1c-8841-4bc5-8573-a9756752361b,"America, 1920–1973",12,"Civil Rights: King, Malcolm X & Black Power",c781bbba-9596-4f16-add7-46c3453c3548,4,AQA Sample Set 2,12 marks — Which had more impact,"Which of the following achieved more in the 1960s and early 1970s:

• campaigns to improve the rights of African-Americans
• campaigns to improve the "
History,history,a5414d1c-8841-4bc5-8573-a9756752361b,"America, 1920–1973",13,"Kennedy, Johnson & the Great Society",f6b54a69-d695-4857-b7b6-f314ec8eae15,0,AQA Sample Set 1,4 marks — Describe two,Describe two problems faced by Presidents Kennedy and Johnson in dealing with the Civil Rights protests during the 1960s.
History,history,a5414d1c-8841-4bc5-8573-a9756752361b,"America, 1920–1973",13,"Kennedy, Johnson & the Great Society",f6b54a69-d695-4857-b7b6-f314ec8eae15,4,AQA November 2020,12 marks — Which had more impact,"Which of the following brought more change to American society after 1950:

• campaigns for civil rights and equality
• the actions of Presidents Kenn"
Geography,geography,a5414d1c-8841-4bc5-8573-a9756752361b,Paper 1: Physical Geography,12,Hot Deserts: Characteristics & Adaptations,a02fd83a-d98f-4235-9b98-e1c391890ce6,4,AQA Paper 1 2019,6 marks — Explain,"Using a figure showing a cactus and your own knowledge, explain how plants have adapted to the hot desert environment."
Religious Studies,religious-education,a5414d1c-8841-4bc5-8573-a9756752361b,"Theme D: Religion, Peace & Conflict",4,Nuclear Weapons and Weapons of Mass Destruction,34dffb48-5974-48f2-b400-0bc21de2e5e9,2,AQA Specimen 2018,4 marks — Explain Similarities & Differences,Explain two different beliefs in contemporary British society about weapons of mass destruction. In your answer you should refer to the main religious
History,history,a5414d1c-8841-4bc5-8573-a9756752361b,Health & the People,15,Modern Public Health Challenges,77fd2515-34eb-4fd8-b5d4-c3f85a168cab,3,AQA June 2024,16 marks (+4 SPaG) — Has the role of the individual been the main factor?,Has the role of the individual been the main factor in understanding the causes of disease in Britain? Explain your answer with reference to the role 
History,history,a5414d1c-8841-4bc5-8573-a9756752361b,Health & the People,15,Modern Public Health Challenges,77fd2515-34eb-4fd8-b5d4-c3f85a168cab,4,AQA June 2023,16 marks (+4 SPaG) — Has chance been the main factor?,Has chance been the main factor in the development of medicine? Explain your answer with reference to chance and other factors. Use a range of example
History,history,a5414d1c-8841-4bc5-8573-a9756752361b,Elizabethan England,6,Catholic Plots Against Elizabeth,e7923120-01d2-4cc6-b5e2-62f7baa330a6,0,AQA June 2024,8 marks — Write an account,Write an account of the ways in which Catholic plots threatened Queen Elizabeth.
History,history,a5414d1c-8841-4bc5-8573-a9756752361b,Elizabethan England,9,The Spanish Armada,597b695c-a469-4528-a961-9e9c5bdb67c1,0,AQA June 2022,8 marks — Write an account,Write an account of how the Spanish Armada was defeated.
Geography,geography,a5414d1c-8841-4bc5-8573-a9756752361b,Paper 1: Physical Geography,1,"Natural Hazards, Plate Tectonics & Distribution",518c00e7-05ff-4c15-979d-40365e3db0d9,3,AQA Sample Paper 1,4 marks — Describe,Describe the distribution of earthquakes and volcanoes around the world.
Religious Studies,religious-education,a5414d1c-8841-4bc5-8573-a9756752361b,Christianity: Practices,5,"Mission, Evangelism and World Poverty",63c10787-aeda-40ef-8709-bfb569454ec9,0,AQA December 2025,1 mark — Multiple Choice,"Which one of the following describes the Christian practice of spreading Christian beliefs?
A) Evangelism
B) Persecution
C) Reconciliation
D) Sacramen"
History,history,a5414d1c-8841-4bc5-8573-a9756752361b,"America, 1920–1973",10,McCarthyism & the Red Scare,62e68a60-8abf-4e95-9435-a6f93506ba64,0,AQA June 2023,4 marks — Describe two,Describe two problems faced by Americans because of McCarthyism.
Spanish,spanish,a5414d1c-8841-4bc5-8573-a9756752361b,People and Lifestyle,10,"School Rules, Homework and Future Plans",e64132bf-afb4-4a85-9063-031f830df489,2,AQA Sample Paper,15 marks — Extended Writing Task,Write approximately 90 words in Spanish about your school. You must write something about each bullet point. Mention: what your school is like (facili
Religious Studies,religious-education,a5414d1c-8841-4bc5-8573-a9756752361b,"Theme D: Religion, Peace & Conflict",5,Peacemaking and Responses to Victims of War,8f5efb04-8735-4125-a68b-e001e154d390,1,AQA Specimen 2018,1 mark — Give/Name,Give one ways in which religious believers help victims of war.
Religious Studies,religious-education,a5414d1c-8841-4bc5-8573-a9756752361b,"Theme D: Religion, Peace & Conflict",5,Peacemaking and Responses to Victims of War,8f5efb04-8735-4125-a68b-e001e154d390,3,AQA December 2025,6 marks — Explain with Sources,"Explain two religious beliefs about the importance of peace-making in the world.
Refer to scripture or sacred writings in your answer."
Religious Studies,religious-education,a5414d1c-8841-4bc5-8573-a9756752361b,Christianity: Beliefs & Teachings,5,Sin and Salvation,973cda2e-294f-4d4d-9b7a-92a23a13435b,3,AQA Sample Paper,6 marks — Explain with Sources,"Explain two Christian teachings about salvation.
Refer to sacred writings or another source of Christian belief and teaching in your answer."
Business Studies,business,a5414d1c-8841-4bc5-8573-a9756752361b,Theme 2: Building a Business,2,Changes in Business Aims and Objectives,375c0808-6b09-44ce-bb8e-73d6c5373baa,2,Edexcel Sample,3 marks — Explain,Explain one way a growing business might change its objectives.
Business Studies,business,a5414d1c-8841-4bc5-8573-a9756752361b,Theme 2: Building a Business,3,Business and Globalisation,655753d0-f986-42e8-8725-036c161eec4a,2,Edexcel Sample,3 marks — Explain,Explain one impact of globalisation on a UK business that exports products to international markets.
Business Studies,business,a5414d1c-8841-4bc5-8573-a9756752361b,Theme 1: Investigating Small Business,5,Market Research,2709a27e-0c00-4288-bb00-c7f6b5803140,3,Edexcel Sample,3 marks — Explain,Explain one benefit to a small business of carrying out market research.
Business Studies,business,a5414d1c-8841-4bc5-8573-a9756752361b,Theme 1: Investigating Small Business,5,Market Research,2709a27e-0c00-4288-bb00-c7f6b5803140,5,Edexcel Sample,12 marks — Evaluate,Disney use kid-centric focus groups as part of their market research. Evaluate whether the use of focus groups would be an effective method of conduct
Business Studies,business,a5414d1c-8841-4bc5-8573-a9756752361b,Theme 1: Investigating Small Business,10,Break-Even Analysis,75641471-7d82-4dea-b5cf-fd0800170d47,2,Edexcel Sample,3 marks — Explain,Explain one way that a business might lower its break-even point.
Business Studies,business,a5414d1c-8841-4bc5-8573-a9756752361b,Theme 1: Investigating Small Business,6,Market Segmentation,5fef1a26-df6d-4dcd-a9b1-5efbfc4ec3ab,5,Edexcel Sample,9 marks — Justify,Sally is a fitness instructor setting up her own personal training business. She charges £25 per hour and will travel within a 10-mile radius. She hop
English Language,english-language,,Paper 2: Writing,7,Exam Skills: Paper 2 Writing Walkthrough,86a65450-9a94-45f4-91e7-28fa5d6003c2,0,AQA 2026 Sample,40 marks — Transactional Writing,"“Cars are convenient, comfortable and save time. However, we need to use them less.” Write a speech to your local council arguing your point of view o"
English Language,english-language,,Paper 2: Writing,1,Writing to Argue: Building a Case,9a78b2e8-360d-4848-acf7-6590a4139ab6,0,AQA 2026 Sample,40 marks — Transactional Writing,"“Cars are convenient, comfortable and save time. However, we need to use them less.” Write a speech to your local council arguing your point of view o"
English Language,english-language,,Paper 1: Reading,2,Language Analysis: Words and Phrases,52cbdd43-4545-4d18-baf6-3b2acfbe1c7f,0,AQA 2026 Sample Paper 1,4 marks — Multiple Choice,"Read again the first part of the source, from lines 1 to 9.

Answer all parts of this question.
Tick one box for each question.

What worries Pi about"
English Language,english-language,,Paper 1: Reading,2,Language Analysis: Words and Phrases,52cbdd43-4545-4d18-baf6-3b2acfbe1c7f,1,AQA 2026 Sample Paper 1,8 marks — Analyse Language,"Look in detail at this extract, from lines 10 to 19 of the source:

How does the writer use language here to describe the hyena's appearance?

You cou"
English Language,english-language,,Paper 1: Reading,5,Structural Analysis: Focus and Perspective Shifts,35cea1aa-210b-4985-b789-e863ec41d2d9,0,AQA 2026 Sample Assessment,8 marks — Explain,"You now need to think about the structure of the source as a whole.

The text is from the middle of a novel.

How has the writer structured the text t"
English Language,english-language,,Paper 1: Writing,2,Narrative Writing: Structure and Voice,057093e1-a9f2-4e6a-8097-9f35d9a6c526,0,AQA 8700/1 Sample 2026,4 marks — Multiple Choice,"Read again the first part of Source A from lines 1 to 9.

Answer all parts of this question.

Tick one box for each question.

(a) What worries Pi abo"
English Language,english-language,,Paper 1: Writing,2,Narrative Writing: Structure and Voice,057093e1-a9f2-4e6a-8097-9f35d9a6c526,1,AQA 8700/1 Sample 2026,8 marks — Analyse Language,"Look in detail at this extract, from lines 10 to 19 of the source.

How does the writer use language here to describe the hyena's appearance?

You cou"
English Language,english-language,,Paper 2: Reading,4,Comparing Writers’ Viewpoints,1582606d-8674-4be1-bd49-21ca54b12997,0,AQA 2026 Sample,16 marks — Comparison,Compare how the writers convey their different feelings and perspectives about their experiences of travelling on a train.
English Literature,english-literature,a5414d1c-8841-4bc5-8573-a9756752361b,Macbeth,3,Lady Macbeth & Gender,1c8bb899-9907-4ec0-a483-6e4e6384d25e,4,AQA Practice,34 marks — Essay with SPaG,"Starting with this conversation (Act 1, Scene 7), explore how far Shakespeare presents Lady Macbeth as a strong female character. Write about: how Sha"
English Literature,english-literature,a5414d1c-8841-4bc5-8573-a9756752361b,Animal Farm,2,Old Major's Speech & the Rebellion,7bc18b6f-9982-4aae-98aa-58d2aaac9735,1,AQA 2021,8 marks — Extract Analysis,"In Chapter 1, Old Major says, 'All men are enemies. All animals are comrades.' How does Orwell present Old Major's speech as important to the events o"
English Literature,english-literature,a5414d1c-8841-4bc5-8573-a9756752361b,Animal Farm,2,Old Major's Speech & the Rebellion,7bc18b6f-9982-4aae-98aa-58d2aaac9735,4,AQA 2023,34 marks — Essay with SPaG,"How does Orwell use what happens to the Seven Commandments to explore ideas about the revolution?

Write about:
• what happens to the Seven Commandmen"
English Literature,english-literature,a5414d1c-8841-4bc5-8573-a9756752361b,Animal Farm,2,Old Major's Speech & the Rebellion,7bc18b6f-9982-4aae-98aa-58d2aaac9735,5,AQA 2021,34 marks — Essay with SPaG,"How far does Orwell present Boxer as a sympathetic character in Animal Farm?

Write about:
• what Boxer says and does
• how far Orwell presents Boxer "
English Literature,english-literature,a5414d1c-8841-4bc5-8573-a9756752361b,Animal Farm,3,The Early Farm & Squealer's Propaganda,0c152c00-edc6-4682-8b89-7d86e262c367,1,AQA 2022,8 marks — Extract Analysis,"How does Orwell present the ways that the pigs' clever use of language helps them to control the other animals?

Write about:
• what the pigs say and "
English Literature,english-literature,a5414d1c-8841-4bc5-8573-a9756752361b,Animal Farm,3,The Early Farm & Squealer's Propaganda,0c152c00-edc6-4682-8b89-7d86e262c367,4,AQA 2018,34 marks — Essay with SPaG,"How does Orwell use the character of Squealer to explore ideas about truth and lies in Animal Farm?

Write about:
• what Squealer says and does
• how "
English Literature,english-literature,a5414d1c-8841-4bc5-8573-a9756752361b,Animal Farm,3,The Early Farm & Squealer's Propaganda,0c152c00-edc6-4682-8b89-7d86e262c367,5,AQA 2019,34 marks — Essay with SPaG,"How does Orwell present the failure of the rebellion in Animal Farm?

Write about:
• the ways the rebellion fails
• how Orwell presents the failure of"
English Literature,english-literature,a5414d1c-8841-4bc5-8573-a9756752361b,Animal Farm,5,Napoleon's Rise to Power,fb308d20-2ee2-4b2d-988c-80301b341473,1,AQA 2023,8 marks — Extract Analysis,"How does Orwell present the reasons for Snowball's defeat in Animal Farm?

Write about:
• what happens to Snowball
• how Orwell presents Snowball's de"
English Literature,english-literature,a5414d1c-8841-4bc5-8573-a9756752361b,Animal Farm,5,Napoleon's Rise to Power,fb308d20-2ee2-4b2d-988c-80301b341473,4,AQA 2020,34 marks — Essay with SPaG,"How far does Orwell present Napoleon as a character who is only interested in power?

Write about:
• what Napoleon says and does
• how far Orwell pres"
English Literature,english-literature,a5414d1c-8841-4bc5-8573-a9756752361b,Animal Farm,5,Napoleon's Rise to Power,fb308d20-2ee2-4b2d-988c-80301b341473,5,AQA 2014 SAMs,34 marks — Essay with SPaG,"How does Orwell use the character of Napoleon to explore ideas about power and control in Animal Farm?

Write about:
• how Orwell presents the charact"
Separate Sciences,separate-sciences,a5414d1c-8841-4bc5-8573-a9756752361b,Biology (Separate),2,Monoclonal Antibodies,836646b2-98e3-4e3b-9fc4-22d53a831c78,2,AQA Sample,2 marks — Calculate,A trial was carried out to assess the effectiveness of monoclonal antibodies to treat patients with RSV. 1500 patients took part: half received monocl
Sport Science,sport-science,a5414d1c-8841-4bc5-8573-a9756752361b,R180: Reducing the Risk of Sports Injuries,1,Extrinsic Factors,3eac6672-4245-4167-9f7d-f9406e148c32,3,OCR January 2024,4 marks — Explain,Explain how the type of activity can influence the risk and severity of injury in sport.
Sport Science,sport-science,a5414d1c-8841-4bc5-8573-a9756752361b,R180: Reducing the Risk of Sports Injuries,8,Treatment & Rehabilitation,1b4451a9-f8c5-4fc8-816e-2cfc7ca39737,3,OCR June 2024,4 marks — Explain,Explain how the SALTAPS assessment is used to assess an injury on the field of play.
Sport Science,sport-science,a5414d1c-8841-4bc5-8573-a9756752361b,R180: Reducing the Risk of Sports Injuries,8,Treatment & Rehabilitation,1b4451a9-f8c5-4fc8-816e-2cfc7ca39737,5,OCR January 2025,8 marks — Discuss*,"Discuss the different methods of assessing and treating sports injuries. In your answer refer to SALTAPS, DRABC and PRICE."
Sport Science,sport-science,a5414d1c-8841-4bc5-8573-a9756752361b,R180: Reducing the Risk of Sports Injuries,2,Intrinsic Factors,3728c682-8764-43cc-8233-fd876c49caf9,3,OCR June 2024,4 marks — Explain,Explain how psychological factors can influence the risk of injury in sport.
Sport Science,sport-science,a5414d1c-8841-4bc5-8573-a9756752361b,R180: Reducing the Risk of Sports Injuries,2,Intrinsic Factors,3728c682-8764-43cc-8233-fd876c49caf9,5,OCR January 2025,8 marks — Discuss*,Discuss how intrinsic factors can influence the risk of injury in sport.
Sport Science,sport-science,a5414d1c-8841-4bc5-8573-a9756752361b,R180: Reducing the Risk of Sports Injuries,4,Cool Down Routines,1e444a61-b2c6-4f2e-880c-2a603c744f75,3,OCR January 2024,4 marks — Explain,Explain why it is important to perform a cool down after a football match.
Sport Science,sport-science,a5414d1c-8841-4bc5-8573-a9756752361b,R180: Reducing the Risk of Sports Injuries,9,"Medical Conditions: Asthma, Diabetes & Epilepsy",953c5b46-e147-4d92-8c74-e4d6f18f9c01,1,OCR June 2024,2 marks — State,Describe the two types of diabetes.
Sport Science,sport-science,a5414d1c-8841-4bc5-8573-a9756752361b,R180: Reducing the Risk of Sports Injuries,9,"Medical Conditions: Asthma, Diabetes & Epilepsy",953c5b46-e147-4d92-8c74-e4d6f18f9c01,3,OCR January 2025,4 marks — Explain,A sports performer appears to be having an asthma attack. Explain the actions you should take to help them.
Drama,drama,a5414d1c-8841-4bc5-8573-a9756752361b,Blood Brothers (Section A),1,"Plot, Structure & Genre",c0379575-004f-47a0-9a84-3ec0593d2ef8,3,OCR June 2023,8 marks — Extended Explanation,You are an actor playing a character in the closing scene/section of Blood Brothers. Explain what skills you would use to communicate your role to the
Drama,drama,a5414d1c-8841-4bc5-8573-a9756752361b,Blood Brothers (Section A),1,"Plot, Structure & Genre",c0379575-004f-47a0-9a84-3ec0593d2ef8,4,OCR June 2025,8 marks — Extended Explanation,"As a director, explain how you would direct one key moment in Blood Brothers to create a sense of sadness for the audience."
Drama,drama,a5414d1c-8841-4bc5-8573-a9756752361b,Blood Brothers (Section A),1,"Plot, Structure & Genre",c0379575-004f-47a0-9a84-3ec0593d2ef8,5,OCR June 2025,4 marks — Physicality,"Choose a character from Blood Brothers. As an actor, describe how you would show two relevant emotions during the closing scene/section of the perform"
Sport Science,sport-science,a5414d1c-8841-4bc5-8573-a9756752361b,R180: Reducing the Risk of Sports Injuries,10,"Medical Conditions: SCA, Hypothermia, Heat Exhaustion & Dehydration",bf7999b1-224a-4689-9edc-69e6ab86c7ab,0,OCR June 2025,1 mark — Identify,What is usually the most common cause of a sudden cardiac arrest in young athletes?
Sport Science,sport-science,a5414d1c-8841-4bc5-8573-a9756752361b,R180: Reducing the Risk of Sports Injuries,10,"Medical Conditions: SCA, Hypothermia, Heat Exhaustion & Dehydration",bf7999b1-224a-4689-9edc-69e6ab86c7ab,3,OCR January 2024,4 marks — Explain,Explain the causes and symptoms of dehydration during sport.
Sport Science,sport-science,a5414d1c-8841-4bc5-8573-a9756752361b,R180: Reducing the Risk of Sports Injuries,10,"Medical Conditions: SCA, Hypothermia, Heat Exhaustion & Dehydration",bf7999b1-224a-4689-9edc-69e6ab86c7ab,5,OCR January 2025,8 marks — Discuss*,"Discuss the causes, symptoms and treatment of medical conditions that can affect sports performers in extreme weather conditions. Refer to hypothermia"
Drama,drama,a5414d1c-8841-4bc5-8573-a9756752361b,Blood Brothers (Section A),2,Characters,89aeab3c-4585-4338-a460-437936d5afca,3,OCR June 2025,8 marks — Extended Explanation,"Choose a main character whose appearance changes in Blood Brothers. Explain how you would use costume, hair, makeup or masks to show the change of app"
Drama,drama,a5414d1c-8841-4bc5-8573-a9756752361b,Blood Brothers (Section A),2,Characters,89aeab3c-4585-4338-a460-437936d5afca,4,OCR June 2024,8 marks — Extended Explanation,"Choose one character from Blood Brothers. As an actor, explain how you would prepare to perform this character for one scene/section of the performanc"
Drama,drama,a5414d1c-8841-4bc5-8573-a9756752361b,Blood Brothers (Section A),2,Characters,89aeab3c-4585-4338-a460-437936d5afca,5,OCR June 2022,8 marks — Extended Explanation,Select the character Mickey from Blood Brothers. Describe the vocal and physical skills an actor playing Mickey could use to show emotion in one key m
Religious Studies,religious-education,a5414d1c-8841-4bc5-8573-a9756752361b,Theme A: Relationships & Families,4,Families and Contemporary Family Issues,20e03b77-d479-413a-a29f-148bcad6f4ed,0,AQA Sample Questions,1 mark — Multiple Choice,"Which one of the following is the name given to the practice in some religions of having more than one wife?
A) Procreation
B) Contraception
C) Stabil"
Religious Studies,religious-education,a5414d1c-8841-4bc5-8573-a9756752361b,Theme A: Relationships & Families,4,Families and Contemporary Family Issues,20e03b77-d479-413a-a29f-148bcad6f4ed,1,AQA Sample Questions,1 mark — Give/Name,Give one religious beliefs about the purpose of families.
Religious Studies,religious-education,a5414d1c-8841-4bc5-8573-a9756752361b,Theme A: Relationships & Families,4,Families and Contemporary Family Issues,20e03b77-d479-413a-a29f-148bcad6f4ed,4,AQA Sample Questions,12 marks — Evaluate a Statement,"'Same-sex parents are just as good at bringing up children as other parents.'
Evaluate this statement.
In your answer you:
• should give reasoned argu"
English Literature,english-literature,,A Christmas Carol,7,Characters & Relationships,6747d70b-0fb7-4b51-bea7-96f6eff62cf2,2,AQA specimen,8 marks — Extract Analysis,"Read the following extract from Stave 3 about the Cratchit family Christmas:

“Bob held his withered little hand in his, as if he loved the child, and"
Religious Studies,religious-education,a5414d1c-8841-4bc5-8573-a9756752361b,"Theme E: Religion, Crime & Punishment",4,Forgiveness,d21f64a2-ca53-4235-bb64-48f179ed552c,3,AQA December 2025,6 marks — Explain with Sources,"Explain two religious views about forgiveness for people who break the law.
Refer to sacred writings or another source of religious belief and teachin"
English Language,english-language,a5414d1c-8841-4bc5-8573-a9756752361b,Paper 1 Reading: Analysing Fiction,1,Explicit and Implicit Information,b51e1320-7952-4e74-854e-14d58e95a96d,0,AQA 2026 Sample Paper 1,4 marks — Multiple Choice,"Read again the first part of the source, from lines 1 to 9.

Answer all parts of this question.

Tick one box for each question.

(a) What worries Pi "
English Language,english-language,a5414d1c-8841-4bc5-8573-a9756752361b,Paper 1 Reading: Analysing Fiction,1,Explicit and Implicit Information,b51e1320-7952-4e74-854e-14d58e95a96d,1,AQA 2026 Sample Paper 2,4 marks — Multiple Choice,"Read again the first part of Source A from lines 1 to 7.

Choose four statements below which are true.

A: The writer is at the start of his train jou"
English Language,english-language,a5414d1c-8841-4bc5-8573-a9756752361b,Paper 1 Reading: Analysing Fiction,3,Writing a Language Analysis Response,406323f8-857c-43e9-a2d4-4298d0a13279,0,AQA 2026 Sample,12 marks — Explain,"You now need to refer only to Source A from lines 12 to 23.

How does the writer use language to describe the train crash?

[12 marks]"
